example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP
2248,2018-Mahachkala-1,makhachkala.add-1,f,1986,Archi,Lezgic,higher education,,,,,temporal,,vowel,да,в,v 'in(to)',этот раз
490,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,в,v 'in(to)',в окружности
494,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Чечню
469,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,на,na 'on(to)',на эти деньги
599,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Каркадана
600,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,к,k 'to',к нам
471,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ишаках
451,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них
452,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них
453,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них
455,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,по,po 'along/about/up to',по мелочам
456,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,по,po 'along/about/up to',по мелочам
459,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас
460,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,на,na 'on(to)',на ихних краях
463,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,без,bez 'without',без незнания
464,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,с,s ‘with/from/off’,с ними
465,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у себя
467,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,до,"do 'up to, until'",до Буйнакска
468,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,до,"do 'up to, until'",до Махачкалы
472,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,на,na 'on(to)',на ишаках
474,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,на,na 'on(to)',на кукурузу
449,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,other,,consonant,,на,na 'on(to)',на даргинском языке
475,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,на,na 'on(to)',на пшеницу
450,2014-VerkhnijeUbeki-1,chuni.убеки-махи.57нм,m,1942,Tsudakhar Dargwa,Dargwa,incomplete higher education,,,,,other,,vowel,,на,na 'on(to)',на ихнем
651,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Казахстан
652,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с детьми
653,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,со всеми
654,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в начале пятидесятых
655,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,"начало фразы, в русском тоже можно опустить",,,,temporal,temp_point,consonant,да,в,v 'in(to)',в середине пятидесятых
473,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,к,k 'to',к аварским селам
656,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у него
476,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас
478,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас
657,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,работали,,spatial,toponym,consonant,да,в,v 'in(to)',в Небит-Даге
479,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,temporal,,consonant,,до,"do 'up to, until'",до колхозного времени
480,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,из,"iz 'from, of'",из этой шерсти
481,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за деньги
482,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за деньги
483,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,из,"iz 'from, of'",из овечьей шерсти
484,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,на,na 'on(to)',на этом
488,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,с,s ‘with/from/off’,с этого хутора
489,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,с,s ‘with/from/off’,с других
658,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,работал,,spatial,toponym,consonant,,в,v 'in(to)',в Небит-Даге
707,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,учились,,spatial/temporal,institution,vowel,,в,v 'in(to)',в училище
491,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас
716,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,institution,consonant,,в,v 'in(to)',в школе
492,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,возле,vozle 'near',возле Махачкалы
493,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,из,"iz 'from, of'",из других районов
495,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них
498,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,для,dlja 'for',для людей
1009,2012-Jangikent-6,yangikent.янгикент.31.,m,1932,Kumyk,Turkic,secondary specialized education,в это время да?,yes,,,temporal,,vowel,да,в,v 'in(to)',этих время
548,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого
499,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них
500,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,да,в,v 'in(to)',в первый класс
496,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,temporal,,consonant,,в,v 'in(to)',во время войны
485,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,над,nad 'over/above',над этими нитками
721,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,yes,,,spatial,toponym,consonant,да,в,v 'in(to)',в Маджалис
659,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,к,k 'to',к концу шестидесятых
660,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них
661,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,переехали,,spatial,toponym,consonant,,в,v 'in(to)',в Дагестан
736,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,в,v 'in(to)',в книге
662,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в начале
749,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial/temporal,institution,consonant,,в,v 'in(to)',в школе
663,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,к,k 'to',к середине
664,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во второй декаде мая
665,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,после,posle 'after',после стрижки
666,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,после,posle 'after',после того
667,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,от,ot 'from',от шерсти
668,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на равнине
1050,2012-Jangikent-6,yangikent.янгикент.31.,m,1932,Kumyk,Turkic,secondary specialized education,в воскресенье? да?,,,,temporal,,consonant,да,в,v 'in(to)',воскресенье
669,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,к,k 'to',к тому времени
670,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,к,k 'to',к тому же
671,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,доберутся,,spatial,,consonant,,до,"do 'up to, until'",до гор
573,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,на,na 'on(to)',на этих картинках
672,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во второй декаде… мая
673,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,до,"do 'up to, until'",до села
674,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в числах… пятого-шестого июня
675,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,до,"do 'up to, until'",до нашего села
676,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,до,"do 'up to, until'",до самого села
1433,2012-Jangikent-5,yangikent.янгикент.38.,m,1937,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в молодые годы
677,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в само село
678,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,с,s ‘with/from/off’,с ягнятами
679,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,с,s ‘with/from/off’,с этого
680,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Тельмана
681,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на равнине
682,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
683,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Тельмана
684,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,по,po 'along/about/up to',по шоссейным дорогам
685,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,залезши,,spatial,,consonant,,в,v 'in(to)',в чужие сады
686,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с ногами
687,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,в,v 'in(to)',в путь
688,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,приводили,,spatial,,consonant,,в,v 'in(to)',в село
1485,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в пятом классе
1501,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в некоторые времена
689,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,от,ot 'from',от матерей
690,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в течение нескольких дней
691,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,ответственны,,other,,vowel,,за,za 'behind; for',за овец
692,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,освободив,,other,,vowel,,от,ot 'from',от этого дела
693,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,от,ot 'from',от ягнят
694,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,за,za 'behind; for',за каждой отарой
695,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отвечал,,other,,consonant,,за,za 'behind; for',за всю отару
696,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,отвечал,,other,,consonant,,за,za 'behind; for',за хоз. часть
697,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в сторону Тляратинских гор
487,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,над,nad 'over/above',над уровнем
457,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,в,v 'in(to)',в общем
698,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в самую жару
701,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном
702,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
703,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на родном литературном
704,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,с,s ‘with/from/off’,с учениками
705,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на ицаринском диалекте
706,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном языке
497,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,в,v 'in(to)',в основном
1950,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,в/на,,отправили,,spatial/temporal,institution,consonant,да,на,na 'on(to)',годичные курсы
1946,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,в расшифровке предлог есть,,,,other,,consonant,да,в,v 'in(to)',в присутствии гост= гостя
710,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном языке
711,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с другими сельчанами
1418,2012-Jangikent-5,yangikent.янгикент.38.,m,1937,Kumyk,Turkic,higher education,,,,,other,,consonant,да,в,v 'in(to)',в медицине
713,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на своем диалекте
714,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в семьдесят пятом
715,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
1942,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,опущение возможно в станд. рус.,,,,temporal,temp_point,consonant,да,в,v 'in(to)',девяностые годы
717,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у него
718,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,vowel,,по,po 'along/about/up to',по этой дороге
719,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на ишаках
720,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на лошадях
1947,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',восемьдесят втором году
722,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,toponym,consonant,,за,za 'behind; for',за Кунки
723,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за вот этой
724,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за горизонтом
725,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,toponym,vowel,,с,s ‘with/from/off’,с этой Шари
699,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в селении
727,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами
728,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами
729,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,за,za 'behind; for',за снежными горами
730,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
1904,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,,,other,,vowel,,из-за,iz-za 'due to',Из-за этого
732,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
733,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у лакцев
734,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,у,u 'at',у аварцев
735,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
1920,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,,,spatial,toponym,consonant,да,с,s ‘with/from/off’,Чуни
549,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,от,ot 'from',от болезней
738,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
739,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
740,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,к,k 'to',к нам
741,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на машине
742,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с ними
743,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,к,k 'to',к нам
744,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас
745,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с ними
746,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на кубачинском языке
747,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,spatial,,consonant,,из,"iz 'from, of'",из других сел
748,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на ицаринском
1913,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в какое [село]
750,2009-Itsari-1,itsari.add.syn-1,f,1947,Itsari Dargwa,Dargwa,secondary specialized education,,,,,other,,consonant,,на,na 'on(to)',на литературном
1916,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,поехали,,spatial,toponym,consonant,,в,v 'in(to)',в Чечню
700,2012-Moskva-1,shangoda.мегеб.syn-172,f,1964,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Тельмана
751,2014-Cukhta-1,chuni.цухта.30мн,m,1940,Akusha Dargwa,Dargwa,higher education,,,пригоняют,,temporal,temp_point,consonant,да,в,v 'in(to)',в мае месяце
1924,2014-Chuni-1,chuni.чуни.60ик,m,1948,Avar,Avar-Andi,secondary education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Дагестане
752,2014-Cukhta-1,chuni.цухта.30мн,m,1940,Akusha Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,на,na 'on(to)',на три
753,2014-Cukhta-1,chuni.цухта.30мн,m,1940,Akusha Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас
754,2014-Cukhta-1,chuni.цухта.30мн,m,1940,Akusha Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в горах
